property_title,postal_code,monthly_price,weekly_price,bedroom,baths,tenants,location,deposit,rent,bills_included,students only,student_friendly,families_allowed,pets_allowed,smokers_allowed,available_from,minimum_tenancy,garden,parking,fireplace,furnishing,url,epc_rating,description
"Room in a Shared Flat, Nelson Gardens, E2",E2,"£1,300.00",£300.00,3,1,2,London,"£1,500.00","£1,300.00",No,-,No,No,No,No,Today,12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-flat-nelson-gardens-e2/2176684,,"Looking for a room in London?Don't look any further, I can help you out finding the most suitable room for yourself!Just drop me a WhatsApp message!Available from mid-August onwards 2 double rooms for 2 people and 1 double room for single use!Located in the prestigious Bethnal Green, this house offers a perfect link transportation with Overground, underground, buses, and easy walking commute to Shoreditch - Liverpool Street - Spitalfields Market!Nearby: shops - restaurants - grocery stores - cafes!To accommodate high demand and qualify potential tenants, a call must be scheduled prior direct visit.🗂️Terms and conditions:✔️Online booking!✔️Water, Wi-Fi and council tax included❌Gas and electricity are not included✔️Maintenance and monthly cleaning services included✔️Zero deposit available subject to eligibility and creditcheck or 5 weeks deposit apply𝐏𝐥𝐞𝐚𝐬𝐞 𝐠𝐞𝐭 𝐛𝐚𝐜𝐤 𝐭𝐨 𝐦𝐞 𝐢𝐟 𝐢𝐧𝐭𝐞𝐫𝐞𝐬𝐭𝐞𝐝.Regards,Lorenzo (Italian and English speaker)"
"3 Bed Flat, Ajax House, E2",E2,"£3,200.00",£738.46,3,2,4,London,"£3,200.00","£3,200.00",No,-,Yes,Yes,Yes,Yes,Today,12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/3-bed-flat-ajax-house-e2/2207475,,"We are proud to offer this delightful 3 bedroom, 2 bathroom flat in a great location.Available to move in from 13 September 2024. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!SummaryRent £3,200.00 per month (£738.46 per week)Deposit / Bond is £3,200.00Minimum tenancy is 12 monthsMaximum number of tenants is 4"
"2 Bed Flat, Old Ford Road, E2",E2,"£3,250.00",£750.00,2,1,2,London,"£3,000.00","£3,250.00",Yes,-,No,No,No,No,"16 September, 2024",3 Months,Yes,Yes,No,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-old-ford-road-e2/2216707,,"Fully furnished beautiful one/two-bedroom apartment in a gated private terrace with off-street parking in Central London with fantastic commuting connections.Accessible through outdoor stairs, the apartment is situated on a brightly lit raised ground floor, leading into a living area, complemented by a separate kitchen, bathroom, and two generously sized double bedrooms.It is situated in a secluded gated terrace with a private courtyard that comes with off-street parking.The flat is available initially for 3 months with possibility to extend the contract to 6 months or 1 year.Ideally for a professional couple.All bills are included."
"1 Bed Flat, Margerie Court, E2",E2,"£2,881.67",£665.00,1,1,2,London,"£3,325.00","£2,881.67",Yes,-,Yes,No,No,No,Today,6 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-margerie-court-e2/2185305,,"Bright & spacious one bedroom apartment in a new building, fitted with not just furniture but everything you need to cook and live. It is totally move-in ready and fitted to a modern specification. It's 45sqm.It has a workspace desk and chair, high speed broadband, everything you could need in the kitchen, plenty of storage, a full size fridge, and a dishwasher.The bed is a double and it does come with linen.There is a 'winter garden' which is a half indoor, half outdoor space. Very comfortable and spacious.The sofa is incredibly comfy.There is a chance that the elevator may not work for the month of September & October, and the apartment is on the 6th floor. It is scheduled to be fixed at the beginning of October.Some bills included: water & gas included; council tax, fiber broadband, and electricity excluded. All bills will remain in my name and will be recharged at the end of the stay and deducted from deposit. (about £170-£200 / month)Preference will be given to those who are able to move in September 1st and can pay for their complete short let rent up front."
"2 Bed Flat, Bethnal Green, E2",E2,"£2,450.00",£565.39,2,1,3,London,"£2,826.92","£2,450.00",No,-,Yes,Yes,No,No,"01 November, 2024",12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-bethnal-green-e2/2211005,,"Live in one of London’s hot spots2 bed furnished apartmentSecure gated developmentFashionable location5 minutes walk to the tubePrivate balconyClose to The City and Canary Wharf15 Minutes to The West EndThe Flat:Stylish two bedroom furnished flat set within a modern gated development, offeringgood size living spaces within 5 minutes walk to Bethnal Green tube.Two double bedrooms with double beds with fitted wardrobesContemporary bathroom suiteFully fitted spacious kitchen with full size dishwasherOpen plan living roomDouble glazing throughout with patio doors leading to a private balconyThe Area:The flat is in a quiet gated development with good transport links to The City, CanaryWharf and London's West End is just 15 minutes away.Close to trendy Shoreditch, Brick Lane, London Fields and the famous Columbia Road Flower Market5 minutes walk to Bethnal Green tube on the Central LineGreat cafes, bars and restaurants all nearbyWithin walking distance to a gym and a swimming poolVictoria Park is just a walk down the roadThe Rental:5 weeks deposit requiredThe flat is furnished and is available from 1st November 20241 year tenancy no break clauseThe landlords are accredited members of the National Landlord Association and they manage the property"
"1 Bed Flat, London, E2",E2,"£5,500.00","£1,269.23",1,1,2,London,"£2,538.46","£5,500.00",Yes,-,Yes,Yes,Yes,Yes,"11 October, 2024",1 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-london-e2/2169683,,"A very attractive first floor flat located between the famous Columbia Road and vibrant Broadway Market. This flat has recently undergone an extensive refurbishment & redecoration programme to a very high specification, with many original features being combined with modern living & great attention to detail.The spaceA superbly modernised flat with a very smart interiorFull of character including full length floor to ceiling original windows and Victorian shutters-Open plan sitting area/dining area with oak wood flooring throughoutLuxury fully fitted kitchen with integrated Miele appliances3 in 1 Quooker TapDualit ToasterQuartz Waterfall Kitchen Island With Bar SeatingSeparate Washer and DryerSamsung The Frame 50'' QLED 4K HDR Smart TVUltra Slim Sound Bar With Separate SubwooferEntertainment options (Netflix, Prime Video, Disney+, hay U)Large 3 Seater L Shape Corner SofaLuxury feature bathroom with bath and showerLuxury toiletriesBrand New Very Comfortable King Size BedSuper soft 100% Egyptian Cotton The White Company bed linens and towelsCorston Electrical Fittings ThroughoutInfants can also be accommodated - High Chairs, Bed Safety Rails, Cots etc can be arranged at an additional cost5 minutes walk to Shoreditch and The City10 minutes walk to Brick LaneBethnal Green Station (Central Line) and Hoxton Station (Overground) are both 5 minutes walk away15 minutes walk to Liverpool Street Station (Circle Line, Central Line, Hammersmith and City Line and Metropolitan Line)15 minutes walk to Whitechapel Station (Elizabeth Line)"
"1 Bed Flat, Hackney Road, E2",E2,"£2,800.00",£646.15,1,1,2,London,"£2,800.00","£2,800.00",Yes,-,No,No,No,No,"04 October, 2024",1 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/1-bed-flat-hackney-road-e2/1126654,,"*SHORT OR LONG LET*ALL BILLS COVERED*FULLY FURNISHED*READY TO MOVE IN*This is a studio flat with a separate sleeping mezzanine area.Reception hall/Staircase AreaBathroom/Shower room,KitchenWasher/DryerBroadbandThe flat is on the top floor with views over the city.It is a very tidy, well cared for flat that would suite a single person or a couple.The flat is ready to move into with full sets of bed linen, towels, kitchien cooking equipment etcThis is a very cosy, friendly space.Located perfectly on the Hackney Road inbetween Columbia Road and Broadway Market.Easy transport links on your doorstepPlease contact for any further information you may requestThank you"
"1 Bed Flat, Friesian House, E2",E2,"£2,200.00",£507.69,1,1,2,London,"£2,538.46","£2,200.00",No,-,Yes,No,No,No,"01 November, 2024",6 Months,Yes,No,No,At tenant choice,http://openrent.co.uk/property-to-rent/london/1-bed-flat-friesian-house-e2/2217617,,"A new and modern apartment available from beginning of 1st November 2024Beautiful, bright and in a new development1 minute walk to Bethnal Green tube station and 15 minutes to Oxford CircusAcross the road from a park and surrounded by shops, cafe's, restaurantsOpen plan with modern kitchen and bathroomSemi furnished - at tenants choiceSunny terrace6th floor, building with a liftAmazing communal roof gardenHigh spec throughout, laminated flooring, fully fitted kitchen with dishwasher, double glazing that keeps in the heat, lets in the light and keeps out the sound so the apartment is surprisingly quiet.Would suit couple or single professional.Please email or message, telling us a little about yourself and we can then arrange a viewing."
"2 Bed Flat, Cheylesmore House, E2",E2,"£3,400.00",£784.62,2,1,2,London,"£3,923.07","£3,400.00",Yes,-,Yes,Yes,Yes,Yes,Today,1 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/2-bed-flat-cheylesmore-house-e2/2214687,,"This fully furnished 2-bedroom flat is perfect for two professionals or a couple. It features two spacious bedrooms, a stylish living room with a comfortable sofa bed, and a fully equipped kitchen. The flat comes fully furnished with modern amenities, including a large Smart TV with Chromecast, Alexa, a dishwasher, and more.Located just a 5-minute walk from Brick Lane, you'll enjoy the best of Shoreditch's vibrant lifestyle. Available for both short and long-term stays."
"Room in a Shared House, Bethnal Green Road, E2",E2,"£1,386.67",£320.00,4,4,1,London,"£1,600.00","£1,386.67",Yes,-,Yes,No,No,Yes,"23 September, 2024",12 Months,No,No,No,Furnished,http://openrent.co.uk/property-to-rent/london/room-in-a-shared-house-bethnal-green-road-e2/2225054,,"🌟 4 Ensuite Rooms Available in Trendy Shoreditch – Live in the Heart of East London! 🌟Four fantastic ensuite rooms are now available in a stylish and modern flat located in the vibrant hub of Shoreditch. Ideal for professionals or students, these rooms offer the perfect mix of comfort, privacy, and the dynamic energy of one of London’s most iconic neighborhoods.Each room is spacious and comes with its own private bathroom, ensuring you have a peaceful retreat in the middle of the city. The flat features a large communal living area and a fully equipped kitchen, perfect for unwinding or hanging out with your flatmates.Why You’ll Love Living Here:Located in the heart of Shoreditch, surrounded by buzzing cafes, bars, restaurants, and art galleries.Just minutes from Brick Lane – famous for its street food, markets, and vintage shops.Excellent transport links, with Liverpool Street, Old Street, and Shoreditch High Street stations nearby, making commuting or exploring the city easy.The area is known for its creative, lively atmosphere, ideal for those who want to be in the heart of London’s cultural scene.Room Rates:Ensuite Room 1: £320/weekEnsuite Room 2: £325/weekEnsuite Room 3: £330/weekEnsuite Room 4: £335/weekAll bills are included, except electricity and gas, which are shared between tenants, offering a hassle-free living experience.📩 Interested? Contact us today to schedule a viewing and secure one of these fantastic rooms in the heart of Shoreditch"
